	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL
11	统招本科	1年以上	面议	2020年04月10日	医药大数据客户经理	上海	中国医药工业信息中心	https://www.liepin.com/job/1911275294.shtml	https://www.liepin.com/company/8502916/
12	统招本科	经验不限	面议	2020年04月10日	董事长秘书	杭州-文三路	立元集团	https://www.liepin.com/job/1911186992.shtml	https://www.liepin.com/company/7854275/
13	本科及以上	3年以上	面议	2020年04月10日	理财经理	上海	绿地金融投资控股集团有限公司	https://www.liepin.com/job/1910295696.shtml	https://www.liepin.com/company/8579686/
14	统招本科	1年以上	5-7k·12薪	2020年04月10日	综合办公室人员	湖北	武汉现代物流研究院有限公司	https://www.liepin.com/job/1910088606.shtml	https://www.liepin.com/company/9180929/
15	统招本科	4年以上	面议	2020年04月10日	咨询师/高级咨询师	广州	深圳市康达信房地产管理顾问有限公司	https://www.liepin.com/job/199031766.shtml	https://www.liepin.com/company/7903540/
16	大专及以上	2年以上	8-10k·13薪	2020年04月10日	销售经理	佛山-里水	五仁餐饮	https://www.liepin.com/job/198335809.shtml	https://www.liepin.com/company/5382468/
17	本科及以上	1年以上	8-13k·16薪	2020年04月10日	项目经理	嘉兴	恒华融资	https://www.liepin.com/job/197213729.shtml	https://www.liepin.com/company/8598210/
18	统招本科	3年以上	11-24k·13薪	2020年04月10日	担保项目经理(尽职调查）	西安-唐延路	西安创新融资担保	https://www.liepin.com/job/194798724.shtml	https://www.liepin.com/company/7908072/
19	统招本科	2年以上	8-12k·13薪	2020年04月10日	平面设计师	广州-体育中心	广州上之商业股份有限公司(品牌：单农)	https://www.liepin.com/job/194114512.shtml	https://www.liepin.com/company/8069501/
20	大专及以上	3年以上	10-15k·12薪	2020年04月10日	销售总监	泉州	福佑卡车	https://www.liepin.com/job/1927343141.shtml	https://www.liepin.com/company/10058353/
21	大专及以上	3年以上	面议	2020年04月10日	结构研发工程师（CBD膏花设备）	深圳	深圳市斯永威科技有限公司	https://www.liepin.com/job/1927342727.shtml	https://www.liepin.com/company/10148991/
22	本科及以上	3年以上	12-20k·14薪	2020年04月10日	产品经理（硬件）	厦门	厦门立林集团有限公司	https://www.liepin.com/job/1927340223.shtml	https://www.liepin.com/company/12190453/
23	大专及以上	1年以上	6-10k·12薪	2020年04月10日	理财规划师	重庆-五里店	重庆高通智地投资管理有限公司	https://www.liepin.com/job/1927339377.shtml	https://www.liepin.com/company/9530159/
24	统招本科	1年以上	5-8k·12薪	2020年04月10日	财务助理	杭州-余杭区	申翌生物科技(杭州)有限公司	https://www.liepin.com/job/1927339311.shtml	https://www.liepin.com/company/9866237/
25	统招本科	3年以上	面议	2020年04月10日	综管部主管		蓝城伟业建设管理集团有限公司	https://www.liepin.com/job/1927339045.shtml	https://www.liepin.com/company/9323677/
26	大专及以上	7年以上	8-14k·12薪	2020年04月10日	工程客服经理	上海	万居德实业	https://www.liepin.com/job/1927338745.shtml	https://www.liepin.com/company/8111852/
27	本科及以上	8年以上	20-35k·12薪	2020年04月10日	工程项目经理	金华-金东区	深圳市有棵树科技有限公司	https://www.liepin.com/job/1927338233.shtml	https://www.liepin.com/company/9912729/
28	大专及以上	3年以上	5-8k·12薪	2020年04月10日	护理主管	大连	西安丽舍医院管理咨询有限公司	https://www.liepin.com/job/1927337329.shtml	https://www.liepin.com/company/10000727/
29	本科及以上	1年以上	5-8k·12薪	2020年04月10日	日语翻译	大连	西安丽舍医院管理咨询有限公司	https://www.liepin.com/job/1927337327.shtml	https://www.liepin.com/company/10000727/
30	大专及以上	1年以上	5-8k·12薪	2020年04月10日	客服经理	长沙-开福区	西安丽舍医院管理咨询有限公司	https://www.liepin.com/job/1927337325.shtml	https://www.liepin.com/company/10000727/
31	本科及以上	5年以上	35-40k·12薪	2020年04月10日	投资拓展总监	深圳-南山区	深圳市兴鸿嘉投资有限公司	https://www.liepin.com/job/1927329925.shtml	https://www.liepin.com/company/10189137/
32	学历不限	1年以上	4-8k·12薪	2020年04月10日	运营管理	长沙-开福区	湖南尚富文化传媒有限公司	https://www.liepin.com/job/1927326777.shtml	https://www.liepin.com/company/9389244/
33	统招本科	1年以上	8-10k·12薪	2020年04月10日	区域销售经理	宁波-鄞州区	戴维医疗	https://www.liepin.com/job/1927325653.shtml	https://www.liepin.com/company/8582007/
34	本科及以上	10年以上	15-25k·12薪	2020年04月10日	质量经理		广州明美新能源有限公司	https://www.liepin.com/job/1927306489.shtml	https://www.liepin.com/company/8980307/
35	本科及以上	1年以上	5-8k·14薪	2020年04月10日	数据采集分析员	广州	广东中思拓大数据研究院有限公司	https://www.liepin.com/job/1927302765.shtml	https://www.liepin.com/company/12200883/
36	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团下属城市更新公司副总经理	深圳-人民南	深物业A	https://www.liepin.com/job/1927268017.shtml	https://www.liepin.com/company/8057467/
37	本科及以上	2年以上	面议	2020年04月10日	Mechanical Engineer 机械工程师	珠海	珠海确励电子有限公司	https://www.liepin.com/job/1927262119.shtml	https://www.liepin.com/company/12183691/
38	本科及以上	3年以上	8-15k·12薪	2020年04月10日	投资主管	成都	成都锦江绿道建设投资集团有限公司	https://www.liepin.com/job/1927255403.shtml	https://www.liepin.com/company/12181129/
39	大专及以上	2年以上	13-20k·14薪	2020年04月10日	安全驻场工程师	上海-浦东新区	杭州中港科技有限公司	https://www.liepin.com/job/1927250435.shtml	https://www.liepin.com/company/10005697/
