	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL
11	本科及以上	8年以上	面议	2020年04月10日	TS-高级招聘经理	上海-曲阳	上海顺如丰来技术有限公司	https://www.liepin.com/job/1927279187.shtml	https://www.liepin.com/company/10123363/
12	学历不限	经验不限	3-4k·12薪	2020年04月10日	套筒灌浆生产实验员	北京	中建材中岩科技有限公司	https://www.liepin.com/job/1927277495.shtml	https://www.liepin.com/company/9983805/
13	大专及以上	2年以上	5-11k·12薪	2020年04月10日	项目经理助理	北京	中建材中岩科技有限公司	https://www.liepin.com/job/1927277279.shtml	https://www.liepin.com/company/9983805/
14	统招本科	5年以上	5-6k·16薪	2020年04月10日	机修维修工程师	天津	国环危险废物处置工程技术(天津)有限公司	https://www.liepin.com/job/1927276801.shtml	https://www.liepin.com/company/9523997/
15	大专及以上	经验不限	8-15k·12薪	2020年04月10日	底薪5K-10K试剂销售专员	上海	上海甄准生物科技有限公司	https://www.liepin.com/job/1927275699.shtml	https://www.liepin.com/company/12160361/
16	本科及以上	10年以上	100-130k·12薪	2020年04月10日	教育COO	上海	深圳协同管理咨询有限公司	https://www.liepin.com/job/1927275225.shtml	https://www.liepin.com/company/9645391/
17	大专及以上	3年以上	面议	2020年04月10日	技术服务工程师	嘉兴	锐课企业管理咨询(上海)有限公司	https://www.liepin.com/job/1927269457.shtml	https://www.liepin.com/company/9636151/
18	大专及以上	经验不限	5-10k·12薪	2020年04月10日	主办会计	厦门-鹭江	厦门加捷财税事务所集团有限公司	https://www.liepin.com/job/1927268795.shtml	https://www.liepin.com/company/9486956/
19	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团下属皇城地产公司副总经理（成本）	深圳	深物业A	https://www.liepin.com/job/1927267677.shtml	https://www.liepin.com/company/8057467/
20	统招本科	5年以上	面议	2020年04月10日	企业文化经理	上海	怡途科技有限公司	https://www.liepin.com/job/1927267669.shtml	https://www.liepin.com/company/10281685/
21	本科及以上	6年以上	面议	2020年04月10日	工程总监(J10714)	佛山-顺德区	大自然家居	https://www.liepin.com/job/1927267659.shtml	https://www.liepin.com/company/1843852/
22	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团下属皇城地产公司副总经理（工程）	深圳	深物业A	https://www.liepin.com/job/1927267619.shtml	https://www.liepin.com/company/8057467/
23	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团总部纪检监察室副主任	深圳	深物业A	https://www.liepin.com/job/1927267557.shtml	https://www.liepin.com/company/8057467/
24	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团总部成本合约部副部长	深圳	深物业A	https://www.liepin.com/job/1927267191.shtml	https://www.liepin.com/company/8057467/
25	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团总部投资发展部副部长	深圳	深物业A	https://www.liepin.com/job/1927267109.shtml	https://www.liepin.com/company/8057467/
26	本科及以上	6年以上	30-40k·12薪	2020年04月10日	深物业集团总部工程管理部副部长	深圳	深物业A	https://www.liepin.com/job/1927266967.shtml	https://www.liepin.com/company/8057467/
27	本科及以上	8年以上	30-50k·12薪	2020年04月10日	深物业集团总部工程管理部部长	深圳	深物业A	https://www.liepin.com/job/1927266881.shtml	https://www.liepin.com/company/8057467/
28	本科及以上	10年以上	15-25k·12薪	2020年04月10日	工程总监	深圳	保利物业	https://www.liepin.com/job/1927266433.shtml	https://www.liepin.com/company/1478964/
29	本科及以上	8年以上	30-50k·12薪	2020年04月10日	国贸物业公司总经理	深圳	深物业A	https://www.liepin.com/job/1927266361.shtml	https://www.liepin.com/company/8057467/
30	大专及以上	1年以上	4-8k·12薪	2020年04月10日	招聘专员	成都	成都奇林智媒文化传播有限公司	https://www.liepin.com/job/1927266121.shtml	https://www.liepin.com/company/10033671/
31	统招本科	8年以上	面议	2020年04月10日	OE Project Manager 项目经理-整机	北京	久益环球(天津)装备制造有限公司	https://www.liepin.com/job/1927265183.shtml	https://www.liepin.com/company/10220143/
32	本科及以上	3年以上	8-12k·12薪	2020年04月10日	包装设计师	深圳	瑾萱电子(深圳)有限公司	https://www.liepin.com/job/1927264081.shtml	https://www.liepin.com/company/10281777/
33	统招本科	5年以上	面议	2020年04月10日	商业品牌资源岗	北京	五矿建设投资管理(北京)有限公司	https://www.liepin.com/job/1927263953.shtml	https://www.liepin.com/company/8047812/
34	大专及以上	8年以上	10-15k·12薪	2020年04月10日	项目技术负责人		上海星辰建设工程有限公司	https://www.liepin.com/job/1927262583.shtml	https://www.liepin.com/company/8062925/
35	本科及以上	3年以上	12-20k·13薪	2020年04月10日	总裁助理	上海-虹口区	上海凡欣展览服务有限公司	https://www.liepin.com/job/1927262459.shtml	https://www.liepin.com/company/9876151/
36	本科及以上	2年以上	面议	2020年04月10日	Electrical Engineer 电子工程师	珠海	珠海确励电子有限公司	https://www.liepin.com/job/1927262265.shtml	https://www.liepin.com/company/12183691/
37	本科及以上	2年以上	10-15k·12薪	2020年04月10日	Internal Controller	上海-静安区	卡索多丽娅贸易(上海)有限公司	https://www.liepin.com/job/1927262009.shtml	https://www.liepin.com/company/9094662/
38	大专及以上	5年以上	30-60k·12薪	2020年04月10日	项目经理/产品经理	珠海	珠海天威飞马打印耗材有限公司	https://www.liepin.com/job/1927257237.shtml	https://www.liepin.com/company/2197414/
39	本科及以上	4年以上	20-30k·14薪	2020年04月10日	高级财经编辑	上海	你我贷	https://www.liepin.com/job/1927250601.shtml	https://www.liepin.com/company/8639190/
