	edu	经验	薪水	时间	职称	公司地点	公司名称	链结	公司URL
14	统招本科	经验不限	5-6k·12薪	2020年04月10日	培训生（招投标采购方向）	深圳-人民南	深圳市鹏鑫建筑工程有限公司	https://www.liepin.com/job/1927191421.shtml	https://www.liepin.com/company/10029859/
15	统招本科	5年以上	25-35k·12薪	2020年04月10日	运维总监	西安-长安区	特变电工新能源	https://www.liepin.com/job/1927189413.shtml	https://www.liepin.com/company/7953390/
16	统招本科	1年以上	8-20k·13薪	2020年04月10日	DSP软件研发工程师	南京-建邺区	耐威科技	https://www.liepin.com/job/1927187991.shtml	https://www.liepin.com/company/9130016/
17	统招本科	3年以上	10-20k·18薪	2020年04月10日	互联网运营经理	上海-五里桥	绿地金融投资控股集团有限公司	https://www.liepin.com/job/1927187213.shtml	https://www.liepin.com/company/8579686/
18	本科及以上	5年以上	面议	2020年04月10日	政府关系项目总监（软件行业）	上海-徐汇区	普华基础软件	https://www.liepin.com/job/1927183985.shtml	https://www.liepin.com/company/447657/
19	统招本科	5年以上	面议	2020年04月10日	浙北大区人事经理	杭州	农夫山泉	https://www.liepin.com/job/1927183703.shtml	https://www.liepin.com/company/2868477/
20	本科及以上	3年以上	7-10k·12薪	2020年04月10日	人力资源招聘主管	深圳	深圳市卡玛王子餐饮管理有限公司	https://www.liepin.com/job/1927178113.shtml	https://www.liepin.com/company/8921379/
21	本科及以上	5年以上	20-40k·12薪	2020年04月10日	成本总监（资管深圳）	深圳	国华人寿	https://www.liepin.com/job/1927176179.shtml	https://www.liepin.com/company/8834770/
22	统招本科	5年以上	10-15k·13薪	2020年04月10日	财务部经理	郑州	郑州一建集团有限公司	https://www.liepin.com/job/1927175247.shtml	https://www.liepin.com/company/10085847/
23	大专及以上	经验不限	3-4k·12薪	2020年04月10日	微生物分析员	天津-武清区	绝味食品	https://www.liepin.com/job/1927168749.shtml	https://www.liepin.com/company/9216518/
24	大专及以上	3年以上	8-12k·12薪	2020年04月10日	电商营运经理	常州-金坛区	江苏五香居食品有限公司	https://www.liepin.com/job/1927167259.shtml	https://www.liepin.com/company/8501262/
25	统招本科	3年以上	5-10k·12薪	2020年04月10日	理财经理	青岛-市北区	绿地金融投资控股集团有限公司	https://www.liepin.com/job/1927167229.shtml	https://www.liepin.com/company/8579686/
26	大专及以上	1年以上	8-10k·12薪	2020年04月10日	外贸业务电子烟	深圳-福永	深圳市五典科技有限公司	https://www.liepin.com/job/1927145073.shtml	https://www.liepin.com/company/12182807/
27	大专及以上	3年以上	20-30k·14薪	2020年04月10日	大数据开发工程师	上海-浦东新区	上海鲲驰贸易发展有限公司	https://www.liepin.com/job/1927143229.shtml	https://www.liepin.com/company/8584469/
28	大专及以上	5年以上	7-12k·12薪	2020年04月10日	造价项目经理（土建、市政、安装）	成都	四川同兴达建设咨询有限公司	https://www.liepin.com/job/1927115715.shtml	https://www.liepin.com/company/8966461/
29	统招本科	经验不限	7-9k·12薪	2020年04月10日	产业方投资助理	杭州-东四	北京方圆金鼎投资管理有限公司	https://www.liepin.com/job/1927105189.shtml	https://www.liepin.com/company/9267628/
30	大专及以上	3年以上	9-15k·12薪	2020年04月10日	策划经理	广州-越秀区	广州沐菁霖广告策划有限公司	https://www.liepin.com/job/1927100109.shtml	https://www.liepin.com/company/9473768/
31	本科及以上	3年以上	20-35k·14薪	2020年04月10日	模拟IC设计工程师	深圳	深圳贝特莱电子科技股份有限公司	https://www.liepin.com/job/1927098705.shtml	https://www.liepin.com/company/5040009/
32	本科及以上	3年以上	面议	2020年04月10日	审计主管	珠海-香洲区	珠海市香洲正方控股有限公司	https://www.liepin.com/job/1927097945.shtml	https://www.liepin.com/company/9669313/
33	大专及以上	10年以上	面议	2020年04月10日	工程总经理	郑州	华诚博远工程咨询有限公司郑州分公司	https://www.liepin.com/job/1927094749.shtml	https://www.liepin.com/company/9260779/
34	本科及以上	3年以上	8-10k·12薪	2020年04月10日	学校新媒体运营员School New Media Reporter	上海-浦东新区	耀华	https://www.liepin.com/job/1927090327.shtml	https://www.liepin.com/company/5107531/
35	本科及以上	1年以上	12-17k·13薪	2020年04月10日	电商平台运营		北京凯声文化传媒有限责任公司	https://www.liepin.com/job/1927064819.shtml	https://www.liepin.com/company/8982675/
36	本科及以上	1年以上	6-8k·12薪	2020年04月10日	市场策划	武汉-江岸区	以赴(武汉)出国留学咨询有限公司	https://www.liepin.com/job/1927032649.shtml	https://www.liepin.com/company/9732209/
37	大专及以上	3年以上	7-10k·12薪	2020年04月10日	店铺经理-商丘新马特店	商丘	迪阿股份有限公司	https://www.liepin.com/job/1927017931.shtml	https://www.liepin.com/company/8186347/
38	本科及以上	1年以上	9-14k·12薪	2020年04月10日	品类运营	北京-和平里	省钱快报	https://www.liepin.com/job/1927016625.shtml	https://www.liepin.com/company/8177417/
39	本科及以上	4年以上	20-30k·12薪	2020年04月10日	Senior Data Acquisition Manager	上海-静安区	翱觅苷(上海)信息科技有限公司	https://www.liepin.com/job/1927010145.shtml	https://www.liepin.com/company/10041023/
